year,commodity,port,value,type,unit,quantity,path_id,origin,destination,dest_lat,dest_lang,origin_lat,origin_lang
1791,Iron,Madras,1348,export,cwts,1400,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1791,Iron,Bombay,3848,export,cwts,4000,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1791,Iron,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1791,Iron,Benkulen,1445,export,cwts,1400,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1791,Iron,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1791,Iron,Angola,0,export,cwts,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1791,Iron,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1791,Iron,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1791,Lead,Bengal,5704,export,cwts,6001,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1791,Lead,Madras,0,export,cwts,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1791,Lead,Bombay,5703,export,cwts,6002,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1791,Lead,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1791,Lead,Benkulen,7,export,cwts,6,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1791,Lead,China,13303,export,cwts,13203,14,London,China,51.5072,-0.1276,35.8617,104.1954
1791,Lead,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1791,Lead,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1791,Long Ells,Bengal,3770,export,pieces,1250,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1791,Long Ells,Madras,1374,export,pieces,580,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1791,Long Ells,Bombay,4118,export,pieces,1650,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1791,Long Ells,St_Helena,0,export,pieces,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1791,Long Ells,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1791,Long Ells,China,315960,export,pieces,127860,14,London,China,51.5072,-0.1276,35.8617,104.1954
1791,Long Ells,Angola,0,export,pieces,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1791,Long Ells,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1791,Long Ells,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1791,General Merchandise,Bengal,49302,export,N/A,49302,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1791,General Merchandise,Madras,33370,export,N/A,33370,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1791,General Merchandise,Bombay,25542,export,N/A,25542,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1791,General Merchandise,St_Helena,15848,export,N/A,15848,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1791,General Merchandise,Benkulen,3067,export,N/A,3067,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1791,General Merchandise,China,797,export,N/A,797,14,London,China,51.5072,-0.1276,35.8617,104.1954
1791,General Merchandise,Madagascar,0,export,N/A,0,18,London,Madagascar,51.5072,-0.1276,-18.7669,46.8691
1791,General Merchandise,Mocha,0,export,N/A,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1791,General Merchandise,Madeira,0,export,N/A,0,20,London,Madeira,51.5072,-0.1276,32.7607,-16.9595
1791,General Merchandise,Angola,0,export,N/A,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1791,General Merchandise,Penang,0,export,N/A,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1791,General Merchandise,Cape,0,export,N/A,0,21,London,Cape,51.5072,-0.1276,-33.9249,18.4241
1791,General Merchandise,Java,0,export,N/A,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1791,General Merchandise,Singapore,0,export,N/A,0,22,London,Singapore,51.5072,-0.1276,1.3521,103.8198
1791,Silver,Bengal,0,export,ozs,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1791,Silver,Madras,514227,export,ozs,1998624,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1791,Silver,Bombay,0,export,ozs,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1791,Silver,St_Helena,0,export,ozs,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1791,Silver,Mocha,0,export,ozs,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1791,Silver,Benkulen,20140,export,ozs,80224,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1791,Silver,Canton,0,export,ozs,0,23,London,Canton,51.5072,-0.1276,23.1291,113.2644
1791,Stuffs,Bengal,0,export,pieces,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1791,Stuffs,Madras,188,export,pieces,32,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1791,Stuffs,Bombay,182,export,pieces,32,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1791,Stuffs,St_Helena,70,export,pieces,19,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1791,Stuffs,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1791,Stuffs,China,16006,export,pieces,1829,14,London,China,51.5072,-0.1276,35.8617,104.1954
1791,Stuffs,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1791,Stuffs,Persia,0,export,pieces,0,24,London,Persia,51.5072,-0.1276,32.4279,53.688
1791,Stuffs,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1791,Tin,Bengal,0,export,cwts,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1791,Tin,Madras,0,export,cwts,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1791,Tin,Bombay,751,export,cwts,198,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1791,Tin,China,90553,export,cwts,23974,14,London,China,51.5072,-0.1276,35.8617,104.1954
1791,General Merchandise,Bengal,328443,import,N/A,328443,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1791,General Merchandise,Madras,0,import,N/A,0,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1791,General Merchandise,Bombay,49828,import,N/A,49828,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1791,General Merchandise,Canton,86829,import,N/A,86829,25,Canton,London,23.1291,113.2644,51.5072,-0.1276
1791,General Merchandise,Benkulen,11132,import,N/A,11132,26,Benkulen,London,-3.7928,102.2608,51.5072,-0.1276
1791,General Merchandise,Mocha,0,import,N/A,0,3,Mocha,London,13.3203,43.2473,51.5072,-0.1276
1791,General Merchandise,Balambangan,0,import,N/A,0,27,Balambangan,London,7.2718,116.9264,51.5072,-0.1276
1791,Tea,China,974106,import,lbs,12773050,6,China,London,35.8617,104.1954,51.5072,-0.1276
1791,Textiles,Bengal,585015,import,pieces,538748,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1791,Textiles,Madras,74486,import,pieces,76332,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1791,Textiles,Bombay,24764,import,pieces,58663,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1791,Textiles,China,6868,import,pieces,32000,6,China,London,35.8617,104.1954,51.5072,-0.1276
1792,Broadcloth,Bengal,38251,export,cloths,2303,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Broadcloth,Madras,17039,export,cloths,1061,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Broadcloth,Bombay,27692,export,cloths,1636,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Broadcloth,St_Helena,480,export,cloths,21,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1792,Broadcloth,Benkulen,32,export,cloths,3,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,Broadcloth,China,149013,export,cloths,6599,14,London,China,51.5072,-0.1276,35.8617,104.1954
1792,Broadcloth,Angola,0,export,cloths,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1792,Broadcloth,Penang,0,export,cloths,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1792,Broadcloth,Java,0,export,cloths,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1792,Coin,Bengal,0,export,cwts,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Coin,Bombay,9080,export,cwts,1318,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Coin,Madras,0,export,cwts,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Coin,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,Copper,Bengal,39735,export,cwts,7710,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Copper,Madras,16174,export,cwts,3002,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Copper,Bombay,46054,export,cwts,9021,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Copper,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1792,Copper,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,Copper,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1792,Copper,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1792,Copper,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1792,Iron,Bengal,7919,export,cwts,8000,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Iron,Madras,2347,export,cwts,2400,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Iron,Bombay,3163,export,cwts,3184,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Iron,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1792,Iron,Benkulen,1472,export,cwts,1400,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,Iron,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1792,Iron,Angola,0,export,cwts,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1792,Iron,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1792,Iron,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1792,Lead,Bengal,4704,export,cwts,4000,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Lead,Madras,1178,export,cwts,1002,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Lead,Bombay,1177,export,cwts,1001,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Lead,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1792,Lead,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,Lead,China,18169,export,cwts,15457,14,London,China,51.5072,-0.1276,35.8617,104.1954
1792,Lead,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1792,Lead,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1792,Long Ells,Bengal,5183,export,pieces,1900,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Long Ells,Madras,1216,export,pieces,500,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Long Ells,Bombay,4327,export,pieces,1600,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Long Ells,St_Helena,0,export,pieces,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1792,Long Ells,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,Long Ells,China,361583,export,pieces,146280,14,London,China,51.5072,-0.1276,35.8617,104.1954
1792,Long Ells,Angola,0,export,pieces,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1792,Long Ells,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1792,Long Ells,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1792,General Merchandise,Bengal,100168,export,N/A,100168,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,General Merchandise,Madras,36253,export,N/A,36253,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,General Merchandise,Bombay,47087,export,N/A,47087,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,General Merchandise,St_Helena,26287,export,N/A,26287,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1792,General Merchandise,Benkulen,2588,export,N/A,2588,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,General Merchandise,China,784,export,N/A,784,14,London,China,51.5072,-0.1276,35.8617,104.1954
1792,General Merchandise,Madagascar,0,export,N/A,0,18,London,Madagascar,51.5072,-0.1276,-18.7669,46.8691
1792,General Merchandise,Mocha,0,export,N/A,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1792,General Merchandise,Madeira,0,export,N/A,0,20,London,Madeira,51.5072,-0.1276,32.7607,-16.9595
1792,General Merchandise,Angola,0,export,N/A,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1792,General Merchandise,Penang,0,export,N/A,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1792,General Merchandise,Cape,0,export,N/A,0,21,London,Cape,51.5072,-0.1276,-33.9249,18.4241
1792,General Merchandise,Java,0,export,N/A,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1792,General Merchandise,Singapore,0,export,N/A,0,22,London,Singapore,51.5072,-0.1276,1.3521,103.8198
1792,Silver,Bengal,0,export,ozs,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Silver,Madras,137884,export,ozs,523200,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Silver,Bombay,0,export,ozs,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Silver,St_Helena,0,export,ozs,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1792,Silver,Mocha,0,export,ozs,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1792,Silver,Benkulen,18094,export,ozs,69760,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,Silver,Canton,376626,export,ozs,1464960,23,London,Canton,51.5072,-0.1276,23.1291,113.2644
1792,Stuffs,Bengal,0,export,pieces,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Stuffs,Madras,5,export,pieces,1,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Stuffs,Bombay,0,export,pieces,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Stuffs,St_Helena,188,export,pieces,35,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1792,Stuffs,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1792,Stuffs,China,22520,export,pieces,2300,14,London,China,51.5072,-0.1276,35.8617,104.1954
1792,Stuffs,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1792,Stuffs,Persia,0,export,pieces,0,24,London,Persia,51.5072,-0.1276,32.4279,53.688
1792,Stuffs,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1792,Tin,Bengal,0,export,cwts,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1792,Tin,Madras,0,export,cwts,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1792,Tin,Bombay,0,export,cwts,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1792,Tin,China,72845,export,cwts,18653,14,London,China,51.5072,-0.1276,35.8617,104.1954
1792,General Merchandise,Bengal,263587,import,N/A,263587,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1792,General Merchandise,Madras,1,import,N/A,1,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1792,General Merchandise,Bombay,40289,import,N/A,40289,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1792,General Merchandise,Canton,130245,import,N/A,130245,25,Canton,London,23.1291,113.2644,51.5072,-0.1276
1792,General Merchandise,Benkulen,0,import,N/A,0,26,Benkulen,London,-3.7928,102.2608,51.5072,-0.1276
1792,General Merchandise,Mocha,0,import,N/A,0,3,Mocha,London,13.3203,43.2473,51.5072,-0.1276
1792,General Merchandise,Balambangan,0,import,N/A,0,27,Balambangan,London,7.2718,116.9264,51.5072,-0.1276
1792,Tea,China,1617270,import,lbs,23263463,6,China,London,35.8617,104.1954,51.5072,-0.1276
1792,Textiles,Bengal,661461,import,pieces,595074,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1792,Textiles,Madras,171566,import,pieces,177868,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1792,Textiles,Bombay,3393,import,pieces,6360,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1792,Textiles,China,10319,import,pieces,48000,6,China,London,35.8617,104.1954,51.5072,-0.1276
1793,Broadcloth,Bengal,37410,export,cloths,2296,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Broadcloth,Madras,16562,export,cloths,1047,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Broadcloth,Bombay,27072,export,cloths,1552,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Broadcloth,St_Helena,275,export,cloths,16,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1793,Broadcloth,Benkulen,0,export,cloths,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,Broadcloth,China,167969,export,cloths,7156,14,London,China,51.5072,-0.1276,35.8617,104.1954
1793,Broadcloth,Angola,0,export,cloths,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1793,Broadcloth,Penang,0,export,cloths,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1793,Broadcloth,Java,0,export,cloths,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1793,Coin,Bengal,0,export,cwts,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Coin,Bombay,0,export,cwts,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Coin,Madras,0,export,cwts,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Coin,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,Copper,Bengal,38689,export,cwts,6198,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Copper,Madras,13991,export,cwts,2201,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Copper,Bombay,31494,export,cwts,4835,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Copper,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1793,Copper,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,Copper,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1793,Copper,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1793,Copper,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1793,Iron,Bengal,7808,export,cwts,8000,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Iron,Madras,3904,export,cwts,4000,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Iron,Bombay,3905,export,cwts,4000,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Iron,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1793,Iron,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,Iron,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1793,Iron,Angola,0,export,cwts,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1793,Iron,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1793,Iron,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1793,Lead,Bengal,8876,export,cwts,8004,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Lead,Madras,3327,export,cwts,3000,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Lead,Bombay,3328,export,cwts,3001,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Lead,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1793,Lead,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,Lead,China,15523,export,cwts,14002,14,London,China,51.5072,-0.1276,35.8617,104.1954
1793,Lead,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1793,Lead,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1793,Long Ells,Bengal,4998,export,pieces,1920,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Long Ells,Madras,1291,export,pieces,520,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Long Ells,Bombay,4380,export,pieces,1620,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Long Ells,St_Helena,0,export,pieces,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1793,Long Ells,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,Long Ells,China,442115,export,pieces,177760,14,London,China,51.5072,-0.1276,35.8617,104.1954
1793,Long Ells,Angola,0,export,pieces,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1793,Long Ells,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1793,Long Ells,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1793,General Merchandise,Bengal,50353,export,N/A,50353,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,General Merchandise,Madras,34307,export,N/A,34307,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,General Merchandise,Bombay,73831,export,N/A,73831,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,General Merchandise,St_Helena,16139,export,N/A,16139,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1793,General Merchandise,Benkulen,1395,export,N/A,1395,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,General Merchandise,China,13397,export,N/A,13397,14,London,China,51.5072,-0.1276,35.8617,104.1954
1793,General Merchandise,Madagascar,0,export,N/A,0,18,London,Madagascar,51.5072,-0.1276,-18.7669,46.8691
1793,General Merchandise,Mocha,0,export,N/A,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1793,General Merchandise,Madeira,0,export,N/A,0,20,London,Madeira,51.5072,-0.1276,32.7607,-16.9595
1793,General Merchandise,Angola,0,export,N/A,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1793,General Merchandise,Penang,0,export,N/A,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1793,General Merchandise,Cape,0,export,N/A,0,21,London,Cape,51.5072,-0.1276,-33.9249,18.4241
1793,General Merchandise,Java,0,export,N/A,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1793,General Merchandise,Singapore,0,export,N/A,0,22,London,Singapore,51.5072,-0.1276,1.3521,103.8198
1793,Silver,Bengal,0,export,ozs,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Silver,Madras,0,export,ozs,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Silver,Bombay,0,export,ozs,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Silver,St_Helena,0,export,ozs,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1793,Silver,Mocha,0,export,ozs,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1793,Silver,Benkulen,10944,export,ozs,41856,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,Silver,Canton,0,export,ozs,0,23,London,Canton,51.5072,-0.1276,23.1291,113.2644
1793,Stuffs,Bengal,0,export,pieces,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Stuffs,Madras,0,export,pieces,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Stuffs,Bombay,0,export,pieces,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Stuffs,St_Helena,81,export,pieces,40,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1793,Stuffs,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1793,Stuffs,China,35448,export,pieces,4164,14,London,China,51.5072,-0.1276,35.8617,104.1954
1793,Stuffs,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1793,Stuffs,Persia,0,export,pieces,0,24,London,Persia,51.5072,-0.1276,32.4279,53.688
1793,Stuffs,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1793,Tin,Bengal,0,export,cwts,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1793,Tin,Madras,0,export,cwts,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1793,Tin,Bombay,0,export,cwts,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1793,Tin,China,67941,export,cwts,16251,14,London,China,51.5072,-0.1276,35.8617,104.1954
1793,General Merchandise,Bengal,485743,import,N/A,485743,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1793,General Merchandise,Madras,5657,import,N/A,5657,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1793,General Merchandise,Bombay,92904,import,N/A,92904,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1793,General Merchandise,Canton,82034,import,N/A,82034,25,Canton,London,23.1291,113.2644,51.5072,-0.1276
1793,General Merchandise,Benkulen,15286,import,N/A,15286,26,Benkulen,London,-3.7928,102.2608,51.5072,-0.1276
1793,General Merchandise,Mocha,0,import,N/A,0,3,Mocha,London,13.3203,43.2473,51.5072,-0.1276
1793,General Merchandise,Balambangan,0,import,N/A,0,27,Balambangan,London,7.2718,116.9264,51.5072,-0.1276
1793,Tea,China,601719,import,lbs,8838799,6,China,London,35.8617,104.1954,51.5072,-0.1276
1793,Textiles,Bengal,537782,import,pieces,636612,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1793,Textiles,Madras,159029,import,pieces,171953,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1793,Textiles,Bombay,36692,import,pieces,75386,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1793,Textiles,China,5627,import,pieces,30000,6,China,London,35.8617,104.1954,51.5072,-0.1276
1794,Broadcloth,Bengal,36603,export,cloths,2057,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1794,Broadcloth,Madras,18596,export,cloths,1037,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1794,Broadcloth,Bombay,42147,export,cloths,2197,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1794,Broadcloth,St_Helena,512,export,cloths,20,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
